,age,california_region,total_rooms,total_bedrooms,population,households,median_house_value
4687,de_0_ate_18,sul,5144.0,887.0,2846.0,824.0,137200.0
4688,acima_37,sul,3490.0,665.0,1713.0,620.0,242400.0
4689,ate_29,sul,238.0,58.0,142.0,31.0,500001.0
4690,acima_37,sul,1282.0,189.0,431.0,187.0,470800.0
4691,acima_37,sul,2690.0,589.0,1149.0,535.0,281100.0
4692,acima_37,sul,1238.0,147.0,377.0,145.0,500001.0
4693,acima_37,sul,788.0,128.0,413.0,139.0,396700.0
4694,ate_37,sul,1897.0,279.0,733.0,291.0,500001.0
4695,ate_29,sul,4465.0,985.0,2273.0,949.0,228500.0
4696,acima_37,sul,1598.0,280.0,807.0,282.0,325000.0
4697,ate_37,sul,2921.0,641.0,1541.0,562.0,264100.0
4698,ate_29,sul,1685.0,341.0,757.0,317.0,270500.0
4699,acima_37,sul,2628.0,525.0,1494.0,523.0,257200.0
4700,acima_37,sul,1969.0,353.0,927.0,354.0,285300.0
4701,ate_37,sul,2679.0,548.0,1605.0,533.0,213200.0
4702,ate_37,sul,2830.0,645.0,1500.0,527.0,214600.0
4703,ate_37,sul,1823.0,457.0,1485.0,401.0,207200.0
4704,ate_37,sul,2557.0,578.0,1715.0,530.0,208800.0
4705,ate_37,sul,3214.0,718.0,2316.0,751.0,206800.0
4706,acima_37,sul,1716.0,402.0,1343.0,386.0,211400.0
4707,ate_29,sul,5841.0,1146.0,3273.0,1131.0,185100.0
4708,de_0_ate_18,sul,3789.0,810.0,2551.0,793.0,144200.0
4709,ate_37,sul,1248.0,322.0,1282.0,326.0,147600.0
4710,ate_37,sul,1914.0,549.0,2122.0,529.0,150200.0
4711,ate_37,sul,1091.0,233.0,890.0,226.0,176400.0
4712,ate_37,sul,1973.0,401.0,1322.0,386.0,158100.0
4713,ate_37,sul,1188.0,342.0,1373.0,332.0,150900.0
4714,acima_37,sul,1683.0,328.0,1369.0,339.0,170700.0
4715,acima_37,sul,1419.0,310.0,1125.0,296.0,162000.0
4716,ate_37,sul,2024.0,590.0,2028.0,573.0,163900.0
4717,acima_37,sul,1042.0,221.0,863.0,228.0,157800.0
4718,ate_37,sul,1492.0,282.0,1041.0,270.0,165800.0
4719,acima_37,sul,1026.0,190.0,789.0,193.0,163200.0
4720,ate_37,sul,1678.0,323.0,1380.0,352.0,163300.0
4721,ate_37,sul,1620.0,298.0,1258.0,309.0,166700.0
4722,ate_37,sul,825.0,155.0,590.0,144.0,161200.0
4723,ate_37,sul,2104.0,399.0,1659.0,387.0,165000.0
4724,ate_37,sul,1431.0,310.0,1162.0,288.0,165400.0
4725,acima_37,sul,1743.0,348.0,1328.0,354.0,162800.0
4726,ate_29,sul,3933.0,949.0,2219.0,820.0,171400.0
4727,acima_37,sul,859.0,164.0,673.0,172.0,158200.0
4728,acima_37,sul,1478.0,324.0,1127.0,320.0,158000.0
4729,ate_37,sul,1558.0,375.0,1179.0,337.0,165100.0
4730,ate_37,sul,2263.0,511.0,1626.0,457.0,172800.0
4731,acima_37,sul,1631.0,322.0,1034.0,328.0,165700.0
4732,ate_37,sul,2118.0,437.0,1414.0,442.0,166800.0
4733,ate_37,sul,1551.0,297.0,1100.0,322.0,168100.0
4734,ate_37,sul,3259.0,942.0,2744.0,895.0,165600.0
4735,ate_37,sul,1366.0,460.0,920.0,410.0,159900.0
4736,ate_29,sul,1573.0,396.0,1200.0,365.0,146900.0
4737,acima_37,sul,1167.0,237.0,733.0,237.0,168300.0
4738,acima_37,sul,1768.0,372.0,1155.0,368.0,161100.0
4739,acima_37,sul,834.0,166.0,603.0,179.0,167500.0
4740,acima_37,sul,1152.0,259.0,981.0,225.0,153600.0
4741,ate_37,sul,1071.0,290.0,1412.0,274.0,114900.0
4742,ate_37,sul,2131.0,435.0,2045.0,426.0,145700.0
4743,ate_29,sul,1035.0,275.0,1545.0,269.0,123400.0
4744,ate_37,sul,1901.0,519.0,2685.0,496.0,120100.0
4745,ate_29,sul,3065.0,736.0,1840.0,719.0,208100.0
4746,ate_29,sul,2536.0,552.0,2012.0,556.0,200800.0
4747,ate_37,sul,3260.0,783.0,1969.0,737.0,215500.0
4748,ate_37,sul,1018.0,235.0,684.0,248.0,198800.0
4749,ate_29,sul,778.0,173.0,539.0,186.0,236500.0
4750,de_0_ate_18,sul,2259.0,383.0,1378.0,386.0,287000.0
4751,ate_29,sul,1055.0,204.0,682.0,216.0,191300.0
4752,ate_29,sul,4261.0,678.0,2621.0,661.0,288700.0
4753,ate_37,sul,2906.0,578.0,1806.0,553.0,194600.0
4754,ate_37,sul,2377.0,600.0,2042.0,593.0,170400.0
4755,ate_29,sul,3696.0,953.0,2827.0,860.0,153300.0
4756,ate_37,sul,2188.0,556.0,2727.0,525.0,136800.0
4757,ate_37,sul,2636.0,652.0,3412.0,649.0,118300.0
4758,ate_29,sul,6295.0,937.0,2292.0,874.0,402500.0
4759,ate_37,sul,3675.0,613.0,1457.0,591.0,369400.0
4760,ate_37,sul,2879.0,403.0,1109.0,414.0,364700.0
4761,ate_29,sul,5321.0,967.0,1969.0,903.0,340100.0
4762,ate_29,sul,3083.0,806.0,960.0,723.0,68500.0
4763,ate_29,sul,2013.0,551.0,664.0,510.0,67500.0
4764,ate_29,sul,529.0,159.0,193.0,155.0,71300.0
4765,ate_29,sul,996.0,364.0,366.0,313.0,46700.0
4766,ate_29,sul,1967.0,577.0,692.0,538.0,54300.0
4767,ate_29,sul,1995.0,637.0,743.0,597.0,46900.0
4768,de_0_ate_18,sul,2021.0,396.0,696.0,367.0,340700.0
4769,ate_37,sul,1218.0,285.0,797.0,248.0,104800.0
4770,de_0_ate_18,sul,4558.0,804.0,1543.0,563.0,138500.0
4771,de_0_ate_18,sul,23386.0,4171.0,10493.0,3671.0,144000.0
4772,ate_37,sul,1537.0,416.0,1239.0,397.0,99200.0
4773,de_0_ate_18,sul,9761.0,1683.0,4970.0,1535.0,142900.0
4774,ate_37,sul,3113.0,409.0,1139.0,418.0,500001.0
4775,ate_37,sul,2875.0,552.0,1131.0,458.0,269300.0
4776,acima_37,sul,2199.0,358.0,942.0,353.0,321100.0
4777,acima_37,sul,1467.0,259.0,688.0,260.0,260100.0
4778,acima_37,sul,271.0,74.0,150.0,55.0,237500.0
4779,acima_37,sul,1345.0,356.0,749.0,327.0,210900.0
4780,acima_37,sul,3092.0,549.0,1457.0,536.0,373800.0
4781,acima_37,sul,2966.0,415.0,1231.0,409.0,500001.0
4782,acima_37,sul,2638.0,432.0,1284.0,433.0,342700.0
4783,acima_37,sul,1883.0,275.0,764.0,289.0,414800.0
4784,ate_37,sul,2966.0,527.0,1231.0,482.0,316800.0
4785,acima_37,sul,1904.0,393.0,1183.0,364.0,210400.0
4786,ate_29,sul,6010.0,1532.0,3620.0,1445.0,201700.0
4787,acima_37,sul,855.0,208.0,745.0,222.0,224000.0
4788,ate_37,sul,1068.0,246.0,949.0,250.0,188500.0
4789,acima_37,sul,1003.0,236.0,769.0,231.0,218300.0
4790,ate_37,sul,1513.0,384.0,986.0,336.0,235600.0
4791,ate_37,sul,1430.0,344.0,1165.0,328.0,206000.0
4792,acima_37,sul,593.0,133.0,481.0,128.0,199300.0
4793,acima_37,sul,1036.0,226.0,1058.0,235.0,184200.0
4794,ate_37,sul,1054.0,252.0,1032.0,258.0,188500.0
4795,ate_29,sul,794.0,182.0,709.0,170.0,170800.0
4796,acima_37,sul,3230.0,840.0,3485.0,827.0,171600.0
4797,ate_37,sul,1146.0,289.0,1163.0,258.0,185600.0
4798,ate_29,sul,1764.0,357.0,1379.0,363.0,199000.0
4799,ate_29,sul,1543.0,257.0,824.0,271.0,272600.0
4800,ate_29,sul,5580.0,1369.0,3842.0,1276.0,168500.0
4801,ate_37,sul,4853.0,1105.0,2855.0,1006.0,208600.0
4802,ate_29,sul,1984.0,313.0,1099.0,343.0,250200.0
4803,acima_37,sul,897.0,229.0,1094.0,238.0,114100.0
4804,ate_37,sul,1465.0,363.0,1538.0,342.0,150600.0
4805,ate_37,sul,1108.0,238.0,1151.0,229.0,149500.0
4806,ate_37,sul,1722.0,353.0,1174.0,335.0,160600.0
4807,ate_37,sul,1580.0,331.0,1290.0,338.0,162500.0
4808,ate_37,sul,1369.0,270.0,1005.0,272.0,172600.0
4809,acima_37,sul,936.0,194.0,691.0,211.0,169500.0
4810,acima_37,sul,1226.0,255.0,1068.0,271.0,172200.0
4811,acima_37,sul,1473.0,297.0,1108.0,294.0,166000.0
4812,ate_37,sul,2664.0,541.0,2033.0,491.0,164300.0
4813,ate_37,sul,3271.0,603.0,2593.0,616.0,169700.0
4814,ate_37,sul,1116.0,229.0,719.0,233.0,163200.0
4815,ate_29,sul,1911.0,472.0,1407.0,465.0,163000.0
4816,ate_37,sul,1991.0,396.0,1306.0,403.0,166600.0
4817,ate_37,sul,1083.0,206.0,737.0,218.0,170800.0
4818,ate_37,sul,2762.0,472.0,1576.0,493.0,183400.0
4819,ate_37,sul,1976.0,404.0,1379.0,395.0,175400.0
4820,acima_37,sul,1950.0,356.0,1183.0,338.0,175300.0
4821,ate_37,sul,1585.0,323.0,1205.0,343.0,183400.0
4822,ate_37,sul,2381.0,419.0,1669.0,444.0,171100.0
4823,ate_37,sul,1226.0,211.0,711.0,219.0,170800.0
4824,ate_37,sul,1994.0,419.0,1491.0,428.0,166200.0
4825,ate_37,sul,879.0,181.0,547.0,169.0,168600.0
4826,ate_37,sul,1983.0,419.0,1157.0,390.0,168300.0
4827,ate_37,sul,1442.0,271.0,990.0,268.0,162200.0
4828,ate_37,sul,1582.0,343.0,1356.0,324.0,141100.0
4829,de_0_ate_18,sul,2369.0,604.0,1546.0,464.0,159400.0
4830,ate_37,sul,1215.0,279.0,862.0,285.0,158700.0
4831,ate_37,sul,3326.0,720.0,2533.0,689.0,176300.0
4832,ate_29,sul,3399.0,882.0,2465.0,811.0,166600.0
4833,ate_29,sul,3119.0,635.0,1887.0,567.0,195300.0
4834,ate_29,sul,8120.0,1371.0,5026.0,1345.0,286500.0
4835,ate_29,sul,1594.0,295.0,1061.0,320.0,217700.0
4836,ate_29,sul,4412.0,910.0,2380.0,825.0,213100.0
4837,ate_37,sul,2734.0,448.0,1308.0,441.0,227300.0
4838,ate_37,sul,2219.0,393.0,1042.0,396.0,239800.0
4839,ate_37,sul,1878.0,323.0,846.0,325.0,254400.0
4840,ate_37,sul,1371.0,250.0,666.0,257.0,243300.0
4841,ate_37,sul,1724.0,322.0,838.0,328.0,253900.0
4842,ate_37,sul,4210.0,657.0,1911.0,631.0,247300.0
4843,ate_37,sul,4231.0,617.0,1694.0,623.0,360100.0
4844,ate_29,sul,2146.0,298.0,852.0,296.0,342700.0
4845,ate_29,sul,2301.0,640.0,847.0,627.0,67500.0
4846,ate_29,sul,5359.0,1508.0,1829.0,1393.0,61300.0
4847,ate_29,sul,1388.0,409.0,515.0,392.0,62000.0
4848,ate_37,sul,6239.0,974.0,2615.0,950.0,380000.0
4849,acima_37,sul,1671.0,390.0,871.0,367.0,422200.0
4850,ate_29,sul,1397.0,271.0,491.0,197.0,500001.0
4851,de_0_ate_18,sul,4770.0,969.0,2261.0,972.0,295100.0
4852,de_0_ate_18,sul,3914.0,819.0,1524.0,795.0,137500.0
4853,de_0_ate_18,sul,10356.0,1647.0,4562.0,1427.0,141100.0
4854,ate_37,sul,1489.0,306.0,774.0,267.0,103500.0
4855,ate_37,sul,2843.0,603.0,1517.0,573.0,106900.0
4856,de_0_ate_18,sul,20377.0,4335.0,11973.0,3933.0,138100.0
4857,acima_37,sul,2168.0,352.0,902.0,361.0,300900.0
4858,acima_37,sul,2321.0,336.0,880.0,339.0,450000.0
4859,acima_37,sul,1774.0,315.0,753.0,330.0,279600.0
4860,acima_37,sul,4505.0,894.0,2296.0,899.0,300500.0
4861,ate_37,sul,978.0,227.0,543.0,211.0,199000.0
4862,de_0_ate_18,sul,1442.0,369.0,782.0,343.0,177500.0
4863,acima_37,sul,3066.0,659.0,1287.0,625.0,324400.0
4864,acima_37,sul,1917.0,265.0,754.0,257.0,500001.0
4865,acima_37,sul,1835.0,231.0,636.0,211.0,500001.0
4866,acima_37,sul,3783.0,579.0,1601.0,539.0,500001.0
4867,acima_37,sul,3367.0,523.0,1317.0,495.0,351400.0
4868,acima_37,sul,1788.0,313.0,792.0,294.0,280000.0
4869,ate_37,sul,2578.0,645.0,1628.0,617.0,210900.0
4870,ate_37,sul,1937.0,448.0,1352.0,433.0,234600.0
4871,acima_37,sul,2822.0,525.0,1434.0,520.0,238300.0
4872,acima_37,sul,2352.0,484.0,1517.0,463.0,258000.0
4873,acima_37,sul,1460.0,289.0,829.0,273.0,227300.0
4874,acima_37,sul,2894.0,659.0,1977.0,636.0,208100.0
4875,ate_29,sul,4510.0,1296.0,3985.0,1240.0,204600.0
4876,ate_29,sul,1349.0,352.0,1188.0,330.0,182100.0
4877,ate_37,sul,3661.0,956.0,3816.0,931.0,185000.0
4878,ate_37,sul,3437.0,1081.0,3817.0,1042.0,203700.0
4879,ate_37,sul,1179.0,313.0,1255.0,308.0,176800.0
4880,ate_37,sul,1463.0,369.0,1492.0,366.0,179200.0
4881,ate_37,sul,2852.0,740.0,3100.0,725.0,178800.0
4882,ate_37,sul,3559.0,734.0,2975.0,715.0,183300.0
4883,ate_29,sul,1495.0,328.0,1296.0,304.0,152300.0
4884,acima_37,sul,1022.0,232.0,653.0,238.0,189400.0
4885,ate_37,sul,1143.0,172.0,508.0,174.0,279900.0
4886,acima_37,sul,1436.0,298.0,1005.0,298.0,195800.0
4887,ate_29,sul,1724.0,576.0,1336.0,542.0,183300.0
4888,ate_37,sul,2122.0,591.0,1929.0,539.0,169300.0
4889,ate_37,sul,1529.0,290.0,1271.0,287.0,175200.0
4890,ate_37,sul,1326.0,272.0,933.0,267.0,162500.0
4891,ate_37,sul,965.0,217.0,599.0,206.0,190300.0
4892,ate_37,sul,1357.0,310.0,1042.0,287.0,156700.0
4893,acima_37,sul,1743.0,328.0,981.0,291.0,173100.0
4894,acima_37,sul,1657.0,335.0,1195.0,309.0,160100.0
4895,ate_37,sul,2013.0,435.0,1476.0,475.0,192100.0
4896,ate_37,sul,1184.0,240.0,946.0,232.0,162500.0
4897,ate_37,sul,3635.0,781.0,2171.0,720.0,196900.0
4898,ate_29,sul,1666.0,365.0,995.0,354.0,204300.0
4899,ate_37,sul,1947.0,284.0,841.0,277.0,453600.0
4900,ate_37,sul,639.0,129.0,460.0,118.0,189000.0
4901,ate_37,sul,1124.0,217.0,707.0,234.0,174500.0
4902,ate_37,sul,1622.0,302.0,845.0,284.0,186100.0
4903,ate_37,sul,1474.0,325.0,1205.0,335.0,166800.0
4904,ate_37,sul,2017.0,383.0,1388.0,386.0,171600.0
4905,acima_37,sul,513.0,100.0,399.0,99.0,167600.0
4906,ate_37,sul,726.0,145.0,490.0,130.0,167600.0
4907,ate_37,sul,1080.0,201.0,719.0,201.0,175800.0
4908,ate_37,sul,1592.0,335.0,1238.0,320.0,165000.0
4909,acima_37,sul,1237.0,243.0,776.0,246.0,166000.0
4910,acima_37,sul,1880.0,377.0,1229.0,378.0,174600.0
4911,acima_37,sul,796.0,175.0,740.0,183.0,156400.0
4912,acima_37,sul,1061.0,202.0,768.0,206.0,161900.0
4913,ate_37,sul,1151.0,248.0,809.0,246.0,160000.0
4914,ate_37,sul,769.0,142.0,498.0,137.0,182100.0
4915,ate_37,sul,994.0,203.0,602.0,185.0,178000.0
4916,ate_37,sul,2242.0,436.0,1483.0,443.0,185600.0
4917,ate_29,sul,8046.0,1221.0,4276.0,1228.0,319600.0
4918,ate_29,sul,3052.0,624.0,1588.0,568.0,268100.0
4919,ate_37,sul,1473.0,253.0,713.0,257.0,228000.0
4920,ate_29,sul,2825.0,470.0,1352.0,469.0,242000.0
4921,ate_29,sul,993.0,174.0,572.0,175.0,277600.0
4922,ate_37,sul,690.0,109.0,316.0,104.0,209100.0
4923,ate_37,sul,1915.0,316.0,850.0,319.0,225800.0
4924,ate_37,sul,1557.0,270.0,697.0,251.0,219600.0
4925,ate_37,sul,1790.0,269.0,924.0,263.0,226200.0
4926,acima_37,sul,2059.0,349.0,825.0,334.0,225200.0
4927,ate_37,sul,1408.0,250.0,702.0,251.0,222500.0
4928,ate_37,sul,2422.0,420.0,1193.0,421.0,225700.0
4929,ate_37,sul,1946.0,346.0,871.0,336.0,254800.0
4930,ate_37,sul,1930.0,354.0,915.0,328.0,244400.0
4931,ate_37,sul,856.0,146.0,451.0,164.0,246000.0
4932,ate_37,sul,1962.0,325.0,786.0,315.0,239600.0
4933,acima_37,sul,1814.0,329.0,850.0,328.0,240800.0
4934,ate_37,sul,3359.0,596.0,1522.0,565.0,249400.0
4935,ate_37,sul,2370.0,379.0,996.0,380.0,287200.0
4936,ate_37,sul,4466.0,740.0,2134.0,743.0,251800.0
4937,acima_37,sul,997.0,262.0,531.0,282.0,400000.0
4938,ate_37,sul,2119.0,524.0,872.0,465.0,495500.0
4939,ate_37,sul,2035.0,520.0,934.0,512.0,500001.0
4940,ate_37,sul,1310.0,342.0,563.0,310.0,457100.0
4941,acima_37,sul,1430.0,186.0,620.0,201.0,483300.0
4942,acima_37,sul,3571.0,510.0,1434.0,490.0,376000.0
4943,acima_37,sul,3374.0,598.0,1484.0,569.0,261600.0
4944,acima_37,sul,2837.0,592.0,1453.0,549.0,234600.0
4945,acima_37,sul,3158.0,459.0,1229.0,444.0,325600.0
4946,acima_37,sul,2489.0,437.0,1101.0,438.0,320300.0
4947,acima_37,sul,1950.0,509.0,1038.0,438.0,196100.0
4948,ate_29,sul,2193.0,558.0,1186.0,559.0,184100.0
4949,acima_37,sul,2401.0,332.0,810.0,308.0,358700.0
4950,acima_37,sul,3298.0,615.0,1417.0,643.0,434800.0
4951,acima_37,sul,2954.0,371.0,1152.0,347.0,500001.0
4952,acima_37,sul,2131.0,294.0,753.0,284.0,352200.0
4953,acima_37,sul,2812.0,478.0,1329.0,490.0,292900.0
4954,acima_37,sul,2012.0,435.0,1454.0,456.0,226600.0
4955,ate_29,sul,3090.0,802.0,2109.0,738.0,192500.0
4956,acima_37,sul,1106.0,226.0,779.0,205.0,244800.0
4957,acima_37,sul,3172.0,644.0,1829.0,642.0,243200.0
4958,ate_37,sul,2350.0,472.0,945.0,467.0,201000.0
4959,acima_37,sul,1130.0,229.0,698.0,209.0,244400.0
4960,ate_29,sul,3215.0,907.0,3072.0,870.0,202300.0
4961,ate_37,sul,1273.0,344.0,1148.0,368.0,214700.0
4962,ate_37,sul,1547.0,436.0,1700.0,410.0,187500.0
4963,ate_29,sul,2609.0,721.0,2221.0,703.0,192300.0
4964,de_0_ate_18,sul,2416.0,565.0,1750.0,514.0,163700.0
4965,de_0_ate_18,sul,2628.0,668.0,2208.0,574.0,160300.0
4966,ate_29,sul,3436.0,565.0,1729.0,529.0,266700.0
4967,ate_29,sul,3913.0,696.0,2264.0,697.0,258000.0
4968,acima_37,sul,1727.0,309.0,932.0,313.0,210200.0
4969,acima_37,sul,1539.0,386.0,1122.0,377.0,196000.0
4970,acima_37,sul,815.0,252.0,775.0,231.0,190000.0
4971,ate_29,sul,1141.0,332.0,1189.0,321.0,162500.0
4972,acima_37,sul,2573.0,484.0,1568.0,459.0,193700.0
4973,ate_29,sul,2403.0,590.0,2103.0,547.0,193800.0
4974,ate_37,sul,446.0,108.0,410.0,117.0,147200.0
4975,ate_37,sul,2125.0,500.0,1672.0,476.0,166600.0
4976,ate_37,sul,2784.0,582.0,1278.0,550.0,261600.0
4977,ate_37,sul,2049.0,334.0,1105.0,363.0,261300.0
4978,ate_37,sul,2319.0,334.0,941.0,356.0,452300.0
4979,ate_37,sul,1723.0,279.0,617.0,252.0,400000.0
4980,acima_37,sul,1434.0,262.0,786.0,256.0,244900.0
4981,ate_37,sul,1949.0,319.0,909.0,325.0,296600.0
4982,ate_37,sul,2098.0,378.0,1036.0,385.0,255400.0
4983,ate_37,sul,2670.0,493.0,1196.0,488.0,283500.0
4984,de_0_ate_18,sul,1205.0,347.0,736.0,342.0,162500.0
4985,ate_37,sul,1414.0,263.0,983.0,264.0,156600.0
4986,ate_37,sul,1016.0,190.0,729.0,177.0,151300.0
4987,ate_37,sul,1088.0,231.0,617.0,211.0,193100.0
4988,ate_37,sul,889.0,166.0,597.0,163.0,186700.0
4989,ate_29,sul,1981.0,472.0,1231.0,457.0,153700.0
4990,ate_37,sul,1347.0,278.0,748.0,278.0,183100.0
4991,ate_37,sul,2604.0,495.0,1465.0,470.0,184600.0
4992,ate_37,sul,1323.0,269.0,1084.0,240.0,178000.0
4993,ate_29,sul,4173.0,893.0,2471.0,863.0,196000.0
4994,ate_37,sul,1139.0,197.0,772.0,233.0,204700.0
4995,ate_37,sul,1623.0,304.0,868.0,272.0,276000.0
4996,ate_29,sul,3203.0,708.0,1761.0,667.0,239700.0
4997,ate_37,sul,1379.0,254.0,795.0,297.0,231800.0
4998,ate_37,sul,1255.0,252.0,685.0,279.0,226900.0
4999,ate_37,sul,887.0,163.0,482.0,157.0,219500.0
5000,ate_37,sul,2418.0,389.0,1138.0,387.0,216300.0
5001,acima_37,sul,1588.0,272.0,692.0,245.0,220300.0
5002,ate_37,sul,1756.0,297.0,798.0,287.0,218300.0
5003,ate_37,sul,1523.0,263.0,717.0,278.0,218900.0
5004,ate_37,sul,1463.0,257.0,722.0,260.0,226300.0
5005,ate_37,sul,1074.0,188.0,496.0,196.0,217400.0
5006,acima_37,sul,1249.0,202.0,517.0,189.0,223100.0
5007,ate_37,sul,1784.0,303.0,964.0,299.0,220900.0
5008,ate_37,sul,1726.0,287.0,820.0,288.0,218100.0
5009,ate_37,sul,1462.0,233.0,664.0,220.0,225300.0
5010,acima_37,sul,1987.0,347.0,1095.0,357.0,232800.0
5011,acima_37,sul,1756.0,345.0,836.0,335.0,218200.0
5012,ate_37,sul,1999.0,390.0,887.0,379.0,221900.0
5013,ate_37,sul,1742.0,340.0,857.0,341.0,218200.0
5014,acima_37,sul,1694.0,280.0,776.0,271.0,257900.0
5015,ate_37,sul,1252.0,209.0,558.0,214.0,235600.0
5016,ate_37,sul,1837.0,319.0,810.0,305.0,235000.0
5017,ate_37,sul,1680.0,291.0,744.0,280.0,244800.0
5018,ate_37,sul,1034.0,180.0,444.0,177.0,231600.0
5019,ate_37,sul,2223.0,370.0,1039.0,370.0,257000.0
5020,ate_37,sul,1993.0,354.0,884.0,337.0,244900.0
5021,de_0_ate_18,sul,3985.0,567.0,1327.0,564.0,500001.0
5022,de_0_ate_18,sul,9103.0,1847.0,3333.0,1712.0,367300.0
5023,ate_29,sul,1608.0,314.0,592.0,314.0,390500.0
5024,de_0_ate_18,sul,2569.0,812.0,785.0,477.0,346400.0
5025,acima_37,sul,1222.0,303.0,565.0,309.0,500001.0
5026,ate_37,sul,1258.0,333.0,645.0,334.0,500001.0
5027,acima_37,sul,40.0,10.0,14.0,7.0,225000.0
5028,ate_29,sul,4230.0,823.0,2789.0,793.0,104000.0
5029,de_0_ate_18,sul,4915.0,885.0,2833.0,874.0,130000.0
5030,ate_29,sul,3019.0,501.0,1580.0,523.0,113500.0
5031,de_0_ate_18,sul,2479.0,390.0,1219.0,363.0,125700.0
5032,de_0_ate_18,sul,5319.0,875.0,2439.0,779.0,131500.0
5033,ate_37,sul,2189.0,497.0,1459.0,443.0,94500.0
5034,de_0_ate_18,sul,2614.0,650.0,1949.0,537.0,102600.0
5035,de_0_ate_18,sul,6446.0,1154.0,3427.0,1104.0,148500.0
5036,acima_37,sul,433.0,69.0,147.0,53.0,162500.0
5037,acima_37,sul,2405.0,299.0,970.0,319.0,444100.0
5038,acima_37,sul,2344.0,513.0,1537.0,481.0,230600.0
5039,acima_37,sul,2357.0,342.0,891.0,337.0,352700.0
5040,acima_37,sul,2948.0,542.0,1363.0,495.0,287900.0
5041,acima_37,sul,2166.0,483.0,1308.0,467.0,222600.0
5042,acima_37,sul,1835.0,330.0,777.0,317.0,315400.0
5043,acima_37,sul,2705.0,676.0,1551.0,608.0,225000.0
5044,ate_37,sul,1760.0,447.0,984.0,384.0,198200.0
5045,acima_37,sul,2337.0,352.0,981.0,328.0,490400.0
5046,ate_29,sul,3420.0,977.0,1718.0,947.0,217900.0
5047,acima_37,sul,2935.0,341.0,975.0,327.0,500001.0
5048,acima_37,sul,2907.0,317.0,956.0,279.0,500001.0
5049,acima_37,sul,2787.0,353.0,1057.0,364.0,500001.0
5050,acima_37,sul,2124.0,319.0,785.0,319.0,359600.0
5051,acima_37,sul,2057.0,430.0,1103.0,414.0,282600.0
5052,ate_37,sul,2918.0,555.0,1435.0,568.0,306300.0
5053,ate_29,sul,4870.0,1371.0,3518.0,1296.0,188400.0
5054,ate_29,sul,3603.0,1003.0,2719.0,913.0,208000.0
5055,acima_37,sul,1437.0,290.0,980.0,282.0,245700.0
5056,ate_37,sul,2433.0,585.0,1565.0,563.0,234900.0
5057,ate_37,sul,2248.0,615.0,1762.0,622.0,253900.0
5058,acima_37,sul,1770.0,423.0,1410.0,389.0,212500.0
5059,acima_37,sul,1050.0,252.0,820.0,244.0,215600.0
5060,ate_29,sul,1526.0,388.0,1304.0,378.0,214700.0
5061,ate_29,sul,1137.0,293.0,800.0,281.0,233300.0
5062,ate_29,sul,1190.0,347.0,965.0,327.0,211800.0
5063,de_0_ate_18,sul,5137.0,1614.0,4945.0,1535.0,181600.0
5064,ate_37,sul,3775.0,786.0,2416.0,792.0,247600.0
5065,ate_37,sul,1064.0,203.0,608.0,201.0,246900.0
5066,ate_37,sul,1038.0,209.0,598.0,190.0,254900.0
5067,ate_37,sul,2103.0,427.0,1355.0,434.0,235300.0
5068,ate_29,sul,2595.0,428.0,1751.0,479.0,308000.0
5069,ate_37,sul,1595.0,383.0,1105.0,359.0,205600.0
5070,ate_29,sul,2655.0,558.0,1466.0,525.0,265800.0
5071,acima_37,sul,1417.0,338.0,1068.0,331.0,164600.0
5072,ate_37,sul,1956.0,478.0,1472.0,464.0,166300.0
5073,ate_37,sul,3281.0,768.0,2385.0,733.0,173800.0
5074,ate_29,sul,1705.0,479.0,2037.0,459.0,137500.0
5075,acima_37,sul,932.0,179.0,717.0,180.0,178100.0
5076,ate_37,sul,708.0,145.0,471.0,153.0,197400.0
5077,ate_37,sul,3099.0,839.0,2025.0,750.0,191100.0
5078,acima_37,sul,2105.0,348.0,956.0,350.0,246000.0
5079,acima_37,sul,1301.0,264.0,877.0,275.0,191300.0
5080,ate_37,sul,1426.0,235.0,698.0,240.0,267300.0
5081,ate_37,sul,2863.0,451.0,1243.0,466.0,297200.0
5082,ate_37,sul,2752.0,459.0,1211.0,452.0,269800.0
5083,ate_37,sul,1604.0,280.0,802.0,280.0,291000.0
5084,ate_37,sul,1813.0,313.0,825.0,316.0,323800.0
5085,ate_37,sul,2206.0,393.0,973.0,364.0,283000.0
5086,ate_37,sul,2210.0,519.0,1047.0,472.0,271300.0
5087,ate_29,sul,580.0,143.0,466.0,133.0,187500.0
5088,ate_29,sul,6336.0,1628.0,4673.0,1505.0,183700.0
5089,ate_37,sul,2053.0,386.0,1023.0,394.0,216600.0
5090,ate_37,sul,1432.0,265.0,749.0,261.0,207400.0
5091,ate_37,sul,620.0,122.0,381.0,124.0,183900.0
5092,ate_37,sul,1518.0,279.0,857.0,251.0,197500.0
5093,ate_37,sul,682.0,132.0,491.0,144.0,173800.0
5094,ate_37,sul,2666.0,848.0,2030.0,781.0,180900.0
5095,ate_29,sul,6876.0,1960.0,5162.0,1879.0,170800.0
5096,acima_37,sul,2344.0,571.0,1305.0,544.0,191900.0
5097,ate_37,sul,1083.0,218.0,557.0,210.0,218400.0
5098,ate_29,sul,1768.0,559.0,983.0,488.0,243800.0
5099,acima_37,sul,1633.0,355.0,837.0,350.0,188000.0
